date,region,category,ticket_count
2025-12-18,North Region,return_request,13
2025-12-18,North Region,other,34
2025-12-19,East Region,checkout_error,6
2025-12-19,East Region,shipping_query,20
2025-12-19,East Region,return_request,15
2025-12-19,East Region,other,38
2025-12-19,North Region,checkout_error,10
2025-12-19,North Region,shipping_query,25
2025-12-19,North Region,return_request,12
2025-12-19,North Region,other,29
2025-12-20,East Region,checkout_error,7
2025-12-20,East Region,shipping_query,17
2025-12-20,East Region,return_request,13
2025-12-20,East Region,other,45
2025-12-20,North Region,checkout_error,8
2025-12-20,North Region,shipping_query,15
2025-12-20,North Region,return_request,14
2025-12-20,North Region,other,29
2025-12-21,East Region,checkout_error,11
2025-12-21,East Region,shipping_query,26
2025-12-21,East Region,return_request,14
2025-12-21,East Region,other,34
2025-12-21,North Region,checkout_error,7
2025-12-21,North Region,shipping_query,18
2025-12-21,North Region,return_request,13
2025-12-21,North Region,other,35
2025-12-22,East Region,checkout_error,7
2025-12-22,East Region,shipping_query,17
2025-12-22,East Region,return_request,16
2025-12-22,East Region,other,41
2025-12-22,North Region,checkout_error,4
2025-12-22,North Region,shipping_query,21
2025-12-22,North Region,return_request,14
2025-12-22,North Region,other,40
2025-12-23,East Region,checkout_error,8
2025-12-23,East Region,shipping_query,20
2025-12-23,East Region,return_request,17
2025-12-23,East Region,other,36
2025-12-23,North Region,checkout_error,5
2025-12-23,North Region,shipping_query,22
2025-12-23,North Region,return_request,10
2025-12-23,North Region,other,34
2025-12-24,East Region,checkout_error,6
2025-12-24,East Region,shipping_query,22
2025-12-24,East Region,return_request,11
2025-12-24,East Region,other,50
2025-12-24,North Region,checkout_error,9
2025-12-24,North Region,shipping_query,14
2025-12-24,North Region,return_request,13
2025-12-24,North Region,other,34
2025-12-25,East Region,checkout_error,8
2025-12-25,East Region,shipping_query,11
2025-12-25,East Region,return_request,15
2025-12-25,East Region,other,38
2025-12-25,North Region,checkout_error,7
2025-12-25,North Region,shipping_query,23
2025-12-25,North Region,return_request,18
2025-12-25,North Region,other,40
2025-12-26,East Region,checkout_error,8
2025-12-26,East Region,shipping_query,24
2025-12-26,East Region,return_request,10
2025-12-26,East Region,other,35
2025-12-26,North Region,checkout_error,7
2025-12-26,North Region,shipping_query,20
2025-12-26,North Region,return_request,16
2025-12-26,North Region,other,36
2025-12-27,East Region,checkout_error,6
2025-12-27,East Region,shipping_query,22
2025-12-27,East Region,return_request,15
2025-12-27,East Region,other,36
2025-12-27,North Region,checkout_error,10
2025-12-27,North Region,shipping_query,23
2025-12-27,North Region,return_request,13
2025-12-27,North Region,other,28
2025-12-28,East Region,checkout_error,9
2025-12-28,East Region,shipping_query,22
2025-12-28,East Region,return_request,12
2025-12-28,East Region,other,36
2025-12-28,North Region,checkout_error,7
2025-12-28,North Region,shipping_query,18
2025-12-28,North Region,return_request,14
2025-12-28,North Region,other,32
2025-12-29,East Region,checkout_error,7
2025-12-29,East Region,shipping_query,23
2025-12-29,East Region,return_request,16
2025-12-29,East Region,other,38
2025-12-29,North Region,checkout_error,5
2025-12-29,North Region,shipping_query,20
2025-12-29,North Region,return_request,12
2025-12-29,North Region,other,21
2025-12-30,East Region,checkout_error,7
2025-12-30,East Region,shipping_query,18
2025-12-30,East Region,return_request,13
2025-12-30,East Region,other,32
2025-12-30,North Region,checkout_error,9
2025-12-30,North Region,shipping_query,17
2025-12-30,North Region,return_request,14
2025-12-30,North Region,other,31
2025-12-31,East Region,checkout_error,9
2025-12-31,East Region,shipping_query,22
2025-12-31,East Region,return_request,14
2025-12-31,East Region,other,46
2025-12-31,North Region,checkout_error,10
2025-12-31,North Region,shipping_query,23
2025-12-31,North Region,return_request,17
2025-12-31,North Region,other,31
2026-01-01,East Region,checkout_error,8
2026-01-01,East Region,shipping_query,25
2026-01-01,East Region,return_request,11
2026-01-01,East Region,other,39
2026-01-01,North Region,checkout_error,5
2026-01-01,North Region,shipping_query,28
2026-01-01,North Region,return_request,15
2026-01-01,North Region,other,31
2026-01-02,East Region,checkout_error,7
2026-01-02,East Region,shipping_query,18
2026-01-02,East Region,return_request,13
2026-01-02,East Region,other,35
2026-01-02,North Region,checkout_error,7
2026-01-02,North Region,shipping_query,22
2026-01-02,North Region,return_request,15
2026-01-02,North Region,other,21
2026-01-03,East Region,checkout_error,9
2026-01-03,East Region,shipping_query,18
2026-01-03,East Region,return_request,14
2026-01-03,East Region,other,30
2026-01-03,North Region,checkout_error,9
2026-01-03,North Region,shipping_query,21
2026-01-03,North Region,return_request,12
2026-01-03,North Region,other,30
2026-01-04,East Region,checkout_error,4
2026-01-04,East Region,shipping_query,22
2026-01-04,East Region,return_request,10
2026-01-04,East Region,other,32
2026-01-04,North Region,checkout_error,8
2026-01-04,North Region,shipping_query,23
2026-01-04,North Region,return_request,17
2026-01-04,North Region,other,38
2026-01-05,East Region,checkout_error,12
2026-01-05,East Region,shipping_query,19
2026-01-05,East Region,return_request,14
2026-01-05,East Region,other,39
2026-01-05,North Region,checkout_error,9
2026-01-05,North Region,shipping_query,17
2026-01-05,North Region,return_request,13
2026-01-05,North Region,other,27
2026-01-06,East Region,checkout_error,6
2026-01-06,East Region,shipping_query,22
2026-01-06,East Region,return_request,10
2026-01-06,East Region,other,33
2026-01-06,North Region,checkout_error,11
2026-01-06,North Region,shipping_query,22
2026-01-06,North Region,return_request,10
2026-01-06,North Region,other,39
2026-01-07,East Region,checkout_error,7
2026-01-07,East Region,shipping_query,21
2026-01-07,East Region,return_request,12
2026-01-07,East Region,other,44
2026-01-07,North Region,checkout_error,9
2026-01-07,North Region,shipping_query,13
2026-01-07,North Region,return_request,10
2026-01-07,North Region,other,32
2026-01-08,East Region,checkout_error,7
2026-01-08,East Region,shipping_query,18
2026-01-08,East Region,return_request,17
2026-01-08,East Region,other,22
2026-01-08,North Region,checkout_error,8
2026-01-08,North Region,shipping_query,22
2026-01-08,North Region,return_request,8
2026-01-08,North Region,other,32
2026-01-09,East Region,checkout_error,9
2026-01-09,East Region,shipping_query,22
2026-01-09,East Region,return_request,13
2026-01-09,East Region,other,34
2026-01-09,North Region,checkout_error,7
2026-01-09,North Region,shipping_query,25
2026-01-09,North Region,return_request,12
2026-01-09,North Region,other,33
2026-01-10,East Region,checkout_error,7
2026-01-10,East Region,shipping_query,25
2026-01-10,East Region,return_request,13
2026-01-10,East Region,other,31
2026-01-10,North Region,checkout_error,11
2026-01-10,North Region,shipping_query,20
2026-01-10,North Region,return_request,16
2026-01-10,North Region,other,30
2026-01-11,East Region,checkout_error,4
2026-01-11,East Region,shipping_query,22
2026-01-11,East Region,return_request,14
2026-01-11,East Region,other,38
2026-01-11,North Region,checkout_error,11
2026-01-11,North Region,shipping_query,23
2026-01-11,North Region,return_request,6
2026-01-11,North Region,other,36
2026-01-12,East Region,checkout_error,7
2026-01-12,East Region,shipping_query,23
2026-01-12,East Region,return_request,15
2026-01-12,East Region,other,29
2026-01-12,North Region,checkout_error,8
2026-01-12,North Region,shipping_query,22
2026-01-12,North Region,return_request,12
2026-01-12,North Region,other,34
2026-01-13,East Region,checkout_error,7
2026-01-13,East Region,shipping_query,23
2026-01-13,East Region,return_request,15
2026-01-13,East Region,other,43
2026-01-13,North Region,checkout_error,7
2026-01-13,North Region,shipping_query,20
2026-01-13,North Region,return_request,10
2026-01-13,North Region,other,39
2026-01-14,East Region,checkout_error,5
2026-01-14,East Region,shipping_query,21
2026-01-14,East Region,return_request,13
2026-01-14,East Region,other,25
2026-01-14,North Region,checkout_error,7
2026-01-14,North Region,shipping_query,17
2026-01-14,North Region,return_request,18
2026-01-14,North Region,other,36
2026-01-15,East Region,checkout_error,6
2026-01-15,East Region,shipping_query,29
2026-01-15,East Region,return_request,14
2026-01-15,East Region,other,39
2026-01-15,North Region,checkout_error,7
2026-01-15,North Region,shipping_query,20
2026-01-15,North Region,return_request,16
2026-01-15,North Region,other,29
2026-01-16,East Region,checkout_error,9
2026-01-16,East Region,shipping_query,17
2026-01-16,East Region,return_request,13
2026-01-16,East Region,other,33
2026-01-16,North Region,checkout_error,9
2026-01-16,North Region,shipping_query,27
2026-01-16,North Region,return_request,13
2026-01-16,North Region,other,22
2026-01-17,East Region,checkout_error,6
2026-01-17,East Region,shipping_query,18
2026-01-17,East Region,return_request,11
2026-01-17,East Region,other,30
2026-01-17,North Region,checkout_error,11
2026-01-17,North Region,shipping_query,25
2026-01-17,North Region,return_request,17
2026-01-17,North Region,other,29
2026-01-18,East Region,checkout_error,6
2026-01-18,East Region,shipping_query,21
2026-01-18,East Region,return_request,14
2026-01-18,East Region,other,33
2026-01-18,North Region,checkout_error,6
2026-01-18,North Region,shipping_query,22
2026-01-18,North Region,return_request,14
2026-01-18,North Region,other,35
2026-01-19,East Region,checkout_error,6
2026-01-19,East Region,shipping_query,29
2026-01-19,East Region,return_request,10
2026-01-19,East Region,other,45
2026-01-19,North Region,checkout_error,6
2026-01-19,North Region,shipping_query,17
2026-01-19,North Region,return_request,9
2026-01-19,North Region,other,34
2026-01-20,East Region,checkout_error,5
2026-01-20,East Region,shipping_query,27
2026-01-20,East Region,return_request,19
2026-01-20,East Region,other,33
2026-01-20,North Region,checkout_error,9
2026-01-20,North Region,shipping_query,20
2026-01-20,North Region,return_request,15
2026-01-20,North Region,other,33
2026-01-21,East Region,checkout_error,8
2026-01-21,East Region,shipping_query,23
2026-01-21,East Region,return_request,14
2026-01-21,East Region,other,33
2026-01-21,North Region,checkout_error,6
2026-01-21,North Region,shipping_query,23
2026-01-21,North Region,return_request,14
2026-01-21,North Region,other,34
2026-01-22,East Region,checkout_error,7
2026-01-22,East Region,shipping_query,28
2026-01-22,East Region,return_request,13
2026-01-22,East Region,other,33
2026-01-22,North Region,checkout_error,6
2026-01-22,North Region,shipping_query,24
2026-01-22,North Region,return_request,13
2026-01-22,North Region,other,35
2026-01-23,East Region,checkout_error,8
2026-01-23,East Region,shipping_query,21
2026-01-23,East Region,return_request,15
2026-01-23,East Region,other,28
2026-01-23,North Region,checkout_error,8
2026-01-23,North Region,shipping_query,28
2026-01-23,North Region,return_request,15
2026-01-23,North Region,other,30
2026-01-24,East Region,checkout_error,12
2026-01-24,East Region,shipping_query,26
2026-01-24,East Region,return_request,16
2026-01-24,East Region,other,35
2026-01-24,North Region,checkout_error,7
2026-01-24,North Region,shipping_query,20
2026-01-24,North Region,return_request,17
2026-01-24,North Region,other,34
2026-01-25,East Region,checkout_error,6
2026-01-25,East Region,shipping_query,22
2026-01-25,East Region,return_request,12
2026-01-25,East Region,other,31
2026-01-25,North Region,checkout_error,6
2026-01-25,North Region,shipping_query,22
2026-01-25,North Region,return_request,16
2026-01-25,North Region,other,36
2026-01-26,East Region,checkout_error,6
2026-01-26,East Region,shipping_query,25
2026-01-26,East Region,return_request,14
2026-01-26,East Region,other,37
2026-01-26,North Region,checkout_error,9
2026-01-26,North Region,shipping_query,16
2026-01-26,North Region,return_request,12
2026-01-26,North Region,other,41
2026-01-27,East Region,checkout_error,8
2026-01-27,East Region,shipping_query,22
2026-01-27,East Region,return_request,13
2026-01-27,East Region,other,31
2026-01-27,North Region,checkout_error,8
2026-01-27,North Region,shipping_query,26
2026-01-27,North Region,return_request,17
2026-01-27,North Region,other,40
2026-01-28,East Region,checkout_error,7
2026-01-28,East Region,shipping_query,19
2026-01-28,East Region,return_request,8
2026-01-28,East Region,other,39
2026-01-28,North Region,checkout_error,9
2026-01-28,North Region,shipping_query,22
2026-01-28,North Region,return_request,19
2026-01-28,North Region,other,35
2026-01-29,East Region,checkout_error,2
2026-01-29,East Region,shipping_query,19
2026-01-29,East Region,return_request,16
2026-01-29,East Region,other,36
2026-01-29,North Region,checkout_error,8
2026-01-29,North Region,shipping_query,21
2026-01-29,North Region,return_request,13
2026-01-29,North Region,other,30
2026-01-30,East Region,checkout_error,7
2026-01-30,East Region,shipping_query,21
2026-01-30,East Region,return_request,17
2026-01-30,East Region,other,35
2026-01-30,North Region,checkout_error,10
2026-01-30,North Region,shipping_query,18
2026-01-30,North Region,return_request,15
2026-01-30,North Region,other,36
2026-01-31,East Region,checkout_error,9
2026-01-31,East Region,shipping_query,23
2026-01-31,East Region,return_request,11
2026-01-31,East Region,other,34
2026-01-31,North Region,checkout_error,10
2026-01-31,North Region,shipping_query,18
2026-01-31,North Region,return_request,16
2026-01-31,North Region,other,29
2026-02-01,East Region,checkout_error,8
2026-02-01,East Region,shipping_query,22
2026-02-01,East Region,return_request,13
2026-02-01,East Region,other,47
2026-02-01,North Region,checkout_error,8
2026-02-01,North Region,shipping_query,20
2026-02-01,North Region,return_request,17
2026-02-01,North Region,other,32
2026-02-02,East Region,checkout_error,5
2026-02-02,East Region,shipping_query,19
2026-02-02,East Region,return_request,12
2026-02-02,East Region,other,29
2026-02-02,North Region,checkout_error,5
2026-02-02,North Region,shipping_query,18
2026-02-02,North Region,return_request,10
2026-02-02,North Region,other,40
2026-02-03,East Region,checkout_error,9
2026-02-03,East Region,shipping_query,22
2026-02-03,East Region,return_request,15
2026-02-03,East Region,other,41
2026-02-03,North Region,checkout_error,11
2026-02-03,North Region,shipping_query,20
2026-02-03,North Region,return_request,12
2026-02-03,North Region,other,39
2026-02-04,East Region,checkout_error,8
2026-02-04,East Region,shipping_query,21
2026-02-04,East Region,return_request,14
2026-02-04,East Region,other,30
2026-02-04,North Region,checkout_error,5
2026-02-04,North Region,shipping_query,30
2026-02-04,North Region,return_request,12
2026-02-04,North Region,other,37
2026-02-05,East Region,checkout_error,10
2026-02-05,East Region,shipping_query,22
2026-02-05,East Region,return_request,14
2026-02-05,East Region,other,36
2026-02-05,North Region,checkout_error,8
2026-02-05,North Region,shipping_query,23
2026-02-05,North Region,return_request,9
2026-02-05,North Region,other,32
2026-02-06,East Region,checkout_error,4
2026-02-06,East Region,shipping_query,19
2026-02-06,East Region,return_request,10
2026-02-06,East Region,other,24
2026-02-06,North Region,checkout_error,3
2026-02-06,North Region,shipping_query,20
2026-02-06,North Region,return_request,15
2026-02-06,North Region,other,23
2026-02-07,East Region,checkout_error,6
2026-02-07,East Region,shipping_query,20
2026-02-07,East Region,return_request,12
2026-02-07,East Region,other,36
2026-02-07,North Region,checkout_error,8
2026-02-07,North Region,shipping_query,26
2026-02-07,North Region,return_request,15
2026-02-07,North Region,other,35
2026-02-08,East Region,checkout_error,9
2026-02-08,East Region,shipping_query,18
2026-02-08,East Region,return_request,12
2026-02-08,East Region,other,40
2026-02-08,North Region,checkout_error,6
2026-02-08,North Region,shipping_query,21
2026-02-08,North Region,return_request,10
2026-02-08,North Region,other,47
2026-02-09,East Region,checkout_error,12
2026-02-09,East Region,shipping_query,20
2026-02-09,East Region,return_request,17
2026-02-09,East Region,other,51
2026-02-09,North Region,checkout_error,7
2026-02-09,North Region,shipping_query,25
2026-02-09,North Region,return_request,12
2026-02-09,North Region,other,32
2026-02-10,East Region,checkout_error,8
2026-02-10,East Region,shipping_query,15
2026-02-10,East Region,return_request,14
2026-02-10,East Region,other,34
2026-02-10,North Region,checkout_error,10
2026-02-10,North Region,shipping_query,22
2026-02-10,North Region,return_request,10
2026-02-10,North Region,other,29
2026-02-11,East Region,checkout_error,11
2026-02-11,East Region,shipping_query,25
2026-02-11,East Region,return_request,14
2026-02-11,East Region,other,30
2026-02-11,North Region,checkout_error,8
2026-02-11,North Region,shipping_query,29
2026-02-11,North Region,return_request,8
2026-02-11,North Region,other,33
2026-02-12,East Region,checkout_error,5
2026-02-12,East Region,shipping_query,21
2026-02-12,East Region,return_request,11
2026-02-12,East Region,other,34
2026-02-12,North Region,checkout_error,3
2026-02-12,North Region,shipping_query,21
2026-02-12,North Region,return_request,14
2026-02-12,North Region,other,34
2026-02-13,East Region,checkout_error,5
2026-02-13,East Region,shipping_query,23
2026-02-13,East Region,return_request,13
2026-02-13,East Region,other,29
2026-02-13,North Region,checkout_error,8
2026-02-13,North Region,shipping_query,20
2026-02-13,North Region,return_request,12
2026-02-13,North Region,other,33
2026-02-14,East Region,checkout_error,8
2026-02-14,East Region,shipping_query,17
2026-02-14,East Region,return_request,11
2026-02-14,East Region,other,36
2026-02-14,North Region,checkout_error,5
2026-02-14,North Region,shipping_query,19
2026-02-14,North Region,return_request,7
2026-02-14,North Region,other,31
2026-02-15,East Region,checkout_error,4
2026-02-15,East Region,shipping_query,25
2026-02-15,East Region,return_request,13
2026-02-15,East Region,other,35
2026-02-15,North Region,checkout_error,8
2026-02-15,North Region,shipping_query,20
2026-02-15,North Region,return_request,14
2026-02-15,North Region,other,22
2026-02-16,East Region,checkout_error,8
2026-02-16,East Region,shipping_query,27
2026-02-16,East Region,return_request,15
2026-02-16,East Region,other,29
2026-02-16,North Region,checkout_error,7
2026-02-16,North Region,shipping_query,22
2026-02-16,North Region,return_request,11
2026-02-16,North Region,other,32
2026-02-17,East Region,checkout_error,4
2026-02-17,East Region,shipping_query,25
2026-02-17,East Region,return_request,10
2026-02-17,East Region,other,37
2026-02-17,North Region,checkout_error,8
2026-02-17,North Region,shipping_query,23
2026-02-17,North Region,return_request,14
2026-02-17,North Region,other,43
2026-02-18,East Region,checkout_error,6
2026-02-18,East Region,shipping_query,22
2026-02-18,East Region,return_request,8
2026-02-18,East Region,other,40
2026-02-18,North Region,checkout_error,7
2026-02-18,North Region,shipping_query,23
2026-02-18,North Region,return_request,15
2026-02-18,North Region,other,26
2026-02-19,East Region,checkout_error,7
2026-02-19,East Region,shipping_query,12
2026-02-19,East Region,return_request,13
2026-02-19,East Region,other,35
2026-02-19,North Region,checkout_error,9
2026-02-19,North Region,shipping_query,23
2026-02-19,North Region,return_request,12
2026-02-19,North Region,other,40
2026-02-20,East Region,checkout_error,9
2026-02-20,East Region,shipping_query,21
2026-02-20,East Region,return_request,13
2026-02-20,East Region,other,38
2026-02-20,North Region,checkout_error,6
2026-02-20,North Region,shipping_query,26
2026-02-20,North Region,return_request,15
2026-02-20,North Region,other,29
2026-02-21,East Region,checkout_error,4
2026-02-21,East Region,shipping_query,22
2026-02-21,East Region,return_request,20
2026-02-21,East Region,other,38
2026-02-21,North Region,checkout_error,8
2026-02-21,North Region,shipping_query,19
2026-02-21,North Region,return_request,12
2026-02-21,North Region,other,46
2026-02-22,East Region,checkout_error,6
2026-02-22,East Region,shipping_query,19
2026-02-22,East Region,return_request,15
2026-02-22,East Region,other,35
2026-02-22,North Region,checkout_error,6
2026-02-22,North Region,shipping_query,18
2026-02-22,North Region,return_request,10
2026-02-22,North Region,other,27
2026-02-23,East Region,checkout_error,7
2026-02-23,East Region,shipping_query,28
2026-02-23,East Region,return_request,12
2026-02-23,East Region,other,29
2026-02-23,North Region,checkout_error,7
2026-02-23,North Region,shipping_query,16
2026-02-23,North Region,return_request,14
2026-02-23,North Region,other,38
2026-02-24,East Region,checkout_error,9
2026-02-24,East Region,shipping_query,26
2026-02-24,East Region,return_request,15
2026-02-24,East Region,other,27
2026-02-24,North Region,checkout_error,7
2026-02-24,North Region,shipping_query,28
2026-02-24,North Region,return_request,19
2026-02-24,North Region,other,37
2026-02-25,East Region,checkout_error,10
2026-02-25,East Region,shipping_query,20
2026-02-25,East Region,return_request,8
2026-02-25,East Region,other,34
2026-02-25,North Region,checkout_error,8
2026-02-25,North Region,shipping_query,19
2026-02-25,North Region,return_request,17
2026-02-25,North Region,other,39
2026-02-26,East Region,checkout_error,5
2026-02-26,East Region,shipping_query,28
2026-02-26,East Region,return_request,8
2026-02-26,East Region,other,29
2026-02-26,North Region,checkout_error,7
2026-02-26,North Region,shipping_query,25
2026-02-26,North Region,return_request,11
2026-02-26,North Region,other,28
2026-02-27,East Region,checkout_error,7
2026-02-27,East Region,shipping_query,18
2026-02-27,East Region,return_request,18
2026-02-27,East Region,other,33
2026-02-27,North Region,checkout_error,8
2026-02-27,North Region,shipping_query,26
2026-02-27,North Region,return_request,7
2026-02-27,North Region,other,43
2026-02-28,East Region,checkout_error,4
2026-02-28,East Region,shipping_query,25
2026-02-28,East Region,return_request,11
2026-02-28,East Region,other,34
2026-02-28,North Region,checkout_error,6
2026-02-28,North Region,shipping_query,24
2026-02-28,North Region,return_request,12
2026-02-28,North Region,other,27
2026-03-01,East Region,checkout_error,6
2026-03-01,East Region,shipping_query,20
2026-03-01,East Region,return_request,10
2026-03-01,East Region,other,37
2026-03-01,North Region,checkout_error,4
2026-03-01,North Region,shipping_query,23
2026-03-01,North Region,return_request,14
2026-03-01,North Region,other,41
2026-03-02,East Region,checkout_error,4
2026-03-02,East Region,shipping_query,18
2026-03-02,East Region,return_request,15
2026-03-02,East Region,other,40
2026-03-02,North Region,checkout_error,8
2026-03-02,North Region,shipping_query,23
2026-03-02,North Region,return_request,10
2026-03-02,North Region,other,29
2026-03-03,East Region,checkout_error,6
2026-03-03,East Region,shipping_query,19
2026-03-03,East Region,return_request,21
2026-03-03,East Region,other,37
2026-03-03,North Region,checkout_error,7
2026-03-03,North Region,shipping_query,17
2026-03-03,North Region,return_request,12
2026-03-03,North Region,other,31
2026-03-04,East Region,checkout_error,7
2026-03-04,East Region,shipping_query,19
2026-03-04,East Region,return_request,17
2026-03-04,East Region,other,17
2026-03-04,North Region,checkout_error,6
2026-03-04,North Region,shipping_query,24
2026-03-04,North Region,return_request,17
2026-03-04,North Region,other,34
2026-03-05,East Region,checkout_error,7
2026-03-05,East Region,shipping_query,27
2026-03-05,East Region,return_request,16
2026-03-05,East Region,other,39
2026-03-05,North Region,checkout_error,11
2026-03-05,North Region,shipping_query,19
2026-03-05,North Region,return_request,13
2026-03-05,North Region,other,34
2026-03-06,East Region,checkout_error,7
2026-03-06,East Region,shipping_query,22
2026-03-06,East Region,return_request,12
2026-03-06,East Region,other,37
2026-03-06,North Region,checkout_error,8
2026-03-06,North Region,shipping_query,18
2026-03-06,North Region,return_request,17
2026-03-06,North Region,other,29
2026-03-07,East Region,checkout_error,6
2026-03-07,East Region,shipping_query,26
2026-03-07,East Region,return_request,14
2026-03-07,East Region,other,46
2026-03-07,North Region,checkout_error,6
2026-03-07,North Region,shipping_query,21
2026-03-07,North Region,return_request,14
2026-03-07,North Region,other,37
2026-03-08,East Region,checkout_error,8
2026-03-08,East Region,shipping_query,19
2026-03-08,East Region,return_request,16
2026-03-08,East Region,other,37
2026-03-08,North Region,checkout_error,8
2026-03-08,North Region,shipping_query,28
2026-03-08,North Region,return_request,18
2026-03-08,North Region,other,28
2026-03-09,East Region,checkout_error,9
2026-03-09,East Region,shipping_query,26
2026-03-09,East Region,return_request,18
2026-03-09,East Region,other,32
2026-03-09,North Region,checkout_error,4
2026-03-09,North Region,shipping_query,23
2026-03-09,North Region,return_request,16
2026-03-09,North Region,other,24
2026-03-10,East Region,checkout_error,7
2026-03-10,East Region,shipping_query,22
2026-03-10,East Region,return_request,14
2026-03-10,East Region,other,28
2026-03-10,North Region,checkout_error,6
2026-03-10,North Region,shipping_query,20
2026-03-10,North Region,return_request,15
2026-03-10,North Region,other,40
2026-03-11,East Region,checkout_error,10
2026-03-11,East Region,shipping_query,26
2026-03-11,East Region,return_request,13
2026-03-11,East Region,other,36
2026-03-11,North Region,checkout_error,5
2026-03-11,North Region,shipping_query,23
2026-03-11,North Region,return_request,9
2026-03-11,North Region,other,33
2026-03-12,East Region,checkout_error,11
2026-03-12,East Region,shipping_query,23
2026-03-12,East Region,return_request,17
2026-03-12,East Region,other,22
2026-03-12,North Region,checkout_error,11
2026-03-12,North Region,shipping_query,30
2026-03-12,North Region,return_request,10
2026-03-12,North Region,other,43
2026-03-13,East Region,checkout_error,7
2026-03-13,East Region,shipping_query,19
2026-03-13,East Region,return_request,19
2026-03-13,East Region,other,29
2026-03-13,North Region,checkout_error,10
2026-03-13,North Region,shipping_query,25
2026-03-13,North Region,return_request,20
2026-03-13,North Region,other,25
2026-03-14,East Region,checkout_error,8
2026-03-14,East Region,shipping_query,24
2026-03-14,East Region,return_request,10
2026-03-14,East Region,other,27
2026-03-14,North Region,checkout_error,5
2026-03-14,North Region,shipping_query,15
2026-03-14,North Region,return_request,14
2026-03-14,North Region,other,43
2026-03-15,East Region,checkout_error,7
2026-03-15,East Region,shipping_query,25
2026-03-15,East Region,return_request,15
2026-03-15,East Region,other,34
2026-03-15,North Region,checkout_error,10
2026-03-15,North Region,shipping_query,28
2026-03-15,North Region,return_request,22
2026-03-15,North Region,other,33
2026-03-16,East Region,checkout_error,7
2026-03-16,East Region,shipping_query,27
2026-03-16,East Region,return_request,12
2026-03-16,East Region,other,32
2026-03-16,North Region,checkout_error,7
2026-03-16,North Region,shipping_query,23
2026-03-16,North Region,return_request,14
2026-03-16,North Region,other,31
2026-03-17,East Region,checkout_error,7
2026-03-17,East Region,shipping_query,28
2026-03-17,East Region,return_request,16
2026-03-17,East Region,other,31
2026-03-17,North Region,checkout_error,9
2026-03-17,North Region,shipping_query,25
2026-03-17,North Region,return_request,13
2026-03-17,North Region,other,28
2026-03-18,East Region,checkout_error,9
2026-03-18,East Region,shipping_query,17
2026-03-18,East Region,return_request,8
2026-03-18,East Region,other,33
2026-03-18,North Region,checkout_error,6
2026-03-18,North Region,shipping_query,17
2026-03-18,North Region,return_request,15
2026-03-18,North Region,other,35
2026-03-19,East Region,checkout_error,5
2026-03-19,East Region,shipping_query,24
2026-03-19,East Region,return_request,10
2026-03-19,East Region,other,32
2026-03-19,North Region,checkout_error,8
2026-03-19,North Region,shipping_query,30
2026-03-19,North Region,return_request,12
2026-03-19,North Region,other,31
2026-03-20,East Region,checkout_error,8
2026-03-20,East Region,shipping_query,21
2026-03-20,East Region,return_request,17
2026-03-20,East Region,other,31
2026-03-20,North Region,checkout_error,9
2026-03-20,North Region,shipping_query,18
2026-03-20,North Region,return_request,6
2026-03-20,North Region,other,32
2026-03-21,East Region,checkout_error,11
2026-03-21,East Region,shipping_query,25
2026-03-21,East Region,return_request,12
2026-03-21,East Region,other,42
2026-03-21,North Region,checkout_error,7
2026-03-21,North Region,shipping_query,20
2026-03-21,North Region,return_request,10
2026-03-21,North Region,other,20
2026-03-22,East Region,checkout_error,6
2026-03-22,East Region,shipping_query,20
2026-03-22,East Region,return_request,11
2026-03-22,East Region,other,44
2026-03-22,North Region,checkout_error,5
2026-03-22,North Region,shipping_query,23
2026-03-22,North Region,return_request,13
2026-03-22,North Region,other,40
2026-03-23,East Region,checkout_error,6
2026-03-23,East Region,shipping_query,23
2026-03-23,East Region,return_request,18
2026-03-23,East Region,other,36
2026-03-23,North Region,checkout_error,7
2026-03-23,North Region,shipping_query,28
2026-03-23,North Region,return_request,19
2026-03-23,North Region,other,26
2026-03-24,East Region,checkout_error,5
2026-03-24,East Region,shipping_query,21
2026-03-24,East Region,return_request,16
2026-03-24,East Region,other,34
2026-03-24,North Region,checkout_error,11
2026-03-24,North Region,shipping_query,19
2026-03-24,North Region,return_request,11
2026-03-24,North Region,other,34
2026-03-25,East Region,checkout_error,9
2026-03-25,East Region,shipping_query,18
2026-03-25,East Region,return_request,14
2026-03-25,East Region,other,28
2026-03-25,North Region,checkout_error,6
2026-03-25,North Region,shipping_query,25
2026-03-25,North Region,return_request,12
2026-03-25,North Region,other,34
2026-03-26,East Region,checkout_error,6
2026-03-26,East Region,shipping_query,16
2026-03-26,East Region,return_request,13
2026-03-26,East Region,other,30
2026-03-26,North Region,checkout_error,10
2026-03-26,North Region,shipping_query,22
2026-03-26,North Region,return_request,11
2026-03-26,North Region,other,33
2026-03-27,East Region,checkout_error,5
2026-03-27,East Region,shipping_query,23
2026-03-27,East Region,return_request,14
2026-03-27,East Region,other,34
2026-03-27,North Region,checkout_error,5
2026-03-27,North Region,shipping_query,21
2026-03-27,North Region,return_request,15
2026-03-27,North Region,other,37
2026-03-28,East Region,checkout_error,9
2026-03-28,East Region,shipping_query,17
2026-03-28,East Region,return_request,11
2026-03-28,East Region,other,39
2026-03-28,North Region,checkout_error,10
